host,date_scanned,pid,name,state,ppid,real_uid,effective_uid,saved_uid,real_gid,effective_gid,saved_gid,threads,cmdline,environ
python-Virtual-Machine,2019-10-26T16:36:32,226,storvsc_error_w,I (idle),2,0,0,0,0,0,0,1,,
python-Virtual-Machine,2019-10-26T16:36:32,247,jbd2/sda1-8,S (sleeping),2,0,0,0,0,0,0,1,,
python-Virtual-Machine,2019-10-26T16:36:32,248,ext4-rsv-conver,I (idle),2,0,0,0,0,0,0,1,,
python-Virtual-Machine,2019-10-26T16:36:32,285,systemd-journal,S (sleeping),1,0,0,0,0,0,0,1,/lib/systemd/systemd-journald ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify LISTEN_PID=285 LISTEN_FDS=4 LISTEN_FDNAMES=systemd-journald.socket:systemd-journald.socket:systemd-journald-audit.socket:systemd-journald-dev-log.socket INVOCATION_ID=4446442fed7647da8c31fb6a40b8dc75 
python-Virtual-Machine,2019-10-26T16:36:32,304,systemd-udevd,S (sleeping),1,0,0,0,0,0,0,1,/lib/systemd/systemd-udevd ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify LISTEN_PID=304 LISTEN_FDS=2 LISTEN_FDNAMES=systemd-udevd-kernel.socket:systemd-udevd-control.socket WATCHDOG_PID=304 WATCHDOG_USEC=180000000 INVOCATION_ID=09a8ed0c38bc46cc972e07fac111d2f6 JOURNAL_STREAM=9:25268 
python-Virtual-Machine,2019-10-26T16:36:32,371,systemd-timesyn,S (sleeping),1,62583,62583,62583,62583,62583,62583,2,/lib/systemd/systemd-timesyncd ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify WATCHDOG_PID=371 WATCHDOG_USEC=180000000 LOGNAME=systemd-timesync USER=systemd-timesync INVOCATION_ID=b84e0564ae0d45558f2e63756a56bfef JOURNAL_STREAM=9:26008 
python-Virtual-Machine,2019-10-26T16:36:32,378,systemd-resolve,S (sleeping),1,101,101,101,103,103,103,1,/lib/systemd/systemd-resolved ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify WATCHDOG_PID=378 WATCHDOG_USEC=180000000 HOME=/run/systemd/resolve LOGNAME=systemd-resolve USER=systemd-resolve INVOCATION_ID=4d4110166d464454be05c1303b5ba7e5 JOURNAL_STREAM=9:25940 
python-Virtual-Machine,2019-10-26T16:36:32,398,dbus-daemon,S (sleeping),1,103,103,103,107,107,107,1,/usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin LISTEN_PID=398 LISTEN_FDS=1 LISTEN_FDNAMES=dbus.socket SYSTEMD_NSS_BYPASS_BUS=1 INVOCATION_ID=1138153dc21b43a1881c701f57d7545e JOURNAL_STREAM=9:26558 
python-Virtual-Machine,2019-10-26T16:36:32,399,hv_balloon,S (sleeping),2,0,0,0,0,0,0,1,,
python-Virtual-Machine,2019-10-26T16:36:32,428,wpa_supplicant,S (sleeping),1,0,0,0,0,0,0,1,/sbin/wpa_supplicant -u -s -O /run/wpa_supplicant ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=8e2dbd7d1a5a4854b9230796ebd6d4e9 JOURNAL_STREAM=9:27283 
python-Virtual-Machine,2019-10-26T16:36:32,429,udisksd,S (sleeping),1,0,0,0,0,0,0,5,/usr/lib/udisks2/udisksd ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=557ed6e1aab34d23a8b8a0e0b78f97d3 JOURNAL_STREAM=9:27351 
python-Virtual-Machine,2019-10-26T16:36:32,431,acpid,S (sleeping),1,0,0,0,0,0,0,1,/usr/sbin/acpid ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=5798856d1fc4444ba0fcb1f8542e03ff 
python-Virtual-Machine,2019-10-26T16:36:32,433,accounts-daemon,S (sleeping),1,0,0,0,0,0,0,3,/usr/lib/accountsservice/accounts-daemon ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=b88b4f74be664b97a609ef5c6431db5b JOURNAL_STREAM=9:27561 GVFS_DISABLE_FUSE=1 GIO_USE_VFS=local GVFS_REMOTE_VOLUME_MONITOR_IGNORE=1 
python-Virtual-Machine,2019-10-26T16:36:32,438,networkd-dispat,S (sleeping),1,0,0,0,0,0,0,2,/usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify INVOCATION_ID=b92579d1dff943deb4fbe3964fb5f159 JOURNAL_STREAM=9:27731 networkd_dispatcher_args=--run-startup-triggers 
python-Virtual-Machine,2019-10-26T16:36:32,439,ModemManager,S (sleeping),1,0,0,0,0,0,0,3,/usr/sbin/ModemManager --filter-policy=strict ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin HOME=/root LOGNAME=root USER=root SHELL=/bin/sh INVOCATION_ID=b64d281b786f4053b33432d202ddeb1b JOURNAL_STREAM=9:27797 
python-Virtual-Machine,2019-10-26T16:36:32,440,systemd-logind,S (sleeping),1,0,0,0,0,0,0,1,/lib/systemd/systemd-logind ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify WATCHDOG_PID=440 WATCHDOG_USEC=180000000 INVOCATION_ID=33ee000d41054007a3b2edf386e056a0 JOURNAL_STREAM=9:27870 
python-Virtual-Machine,2019-10-26T16:36:32,442,cron,S (sleeping),1,0,0,0,0,0,0,1,/usr/sbin/cron -f ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=4830b16c227d40bea473eab945963fad JOURNAL_STREAM=9:28026 
python-Virtual-Machine,2019-10-26T16:36:32,443,NetworkManager,S (sleeping),1,0,0,0,0,0,0,3,/usr/sbin/NetworkManager --no-daemon ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=f6d67e94cbf848a5aeb2e0ed9978f452 JOURNAL_STREAM=9:28097 
python-Virtual-Machine,2019-10-26T16:36:32,444,avahi-daemon,S (sleeping),1,117,117,117,124,124,124,1,avahi-daemon: running [python-Virtual-Machine.local] ,hon-Virtual-Machine.local]                                                                                                                                                                                                                                
python-Virtual-Machine,2019-10-26T16:36:32,458,avahi-daemon,S (sleeping),444,117,117,117,124,124,124,1,avahi-daemon: chroot helper ,r                                                                                                                                                                                                                                                         
python-Virtual-Machine,2019-10-26T16:36:32,465,rsyslogd,S (sleeping),1,102,102,102,106,106,106,4,/usr/sbin/rsyslogd -n ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify LISTEN_PID=465 LISTEN_FDS=1 LISTEN_FDNAMES=syslog.socket INVOCATION_ID=015a595ef37c46abafb1d3aeca626dca 
python-Virtual-Machine,2019-10-26T16:36:32,513,polkitd,S (sleeping),1,0,0,0,0,0,0,3,/usr/lib/policykit-1/polkitd --no-debug ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=17019d23fe1c46309e836cc70d90fc6c JOURNAL_STREAM=9:28952 
python-Virtual-Machine,2019-10-26T16:36:32,568,unattended-upgr,S (sleeping),1,0,0,0,0,0,0,2,/usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=2b56812f9d4a4e9ebc398e275ed6f5bc JOURNAL_STREAM=9:30036 
python-Virtual-Machine,2019-10-26T16:36:32,597,lightdm,S (sleeping),1,0,0,0,0,0,0,3,/usr/sbin/lightdm ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=67a3c94edf064f8085dda77865fc6ff9 JOURNAL_STREAM=9:30521 
python-Virtual-Machine,2019-10-26T16:36:32,708,Xorg,S (sleeping),597,0,0,0,0,0,0,2,/usr/lib/xorg/Xorg -core :0 -seat seat0 -auth /var/run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch ,PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin PWD=/ 
python-Virtual-Machine,2019-10-26T16:36:32,715,agetty,S (sleeping),1,0,0,0,0,0,0,1,/sbin/agetty -o -p -- \u --noclear tty1 linux ,PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=f002492708584cabae0e7e274f0bf42f TERM=linux JOURNAL_STREAM=9:33376 
python-Virtual-Machine,2019-10-26T16:36:32,729,whoopsie,S (sleeping),1,113,113,113,119,119,119,3,/usr/bin/whoopsie -f ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=bf40ca3801034ebc82b48797dc6698f0 JOURNAL_STREAM=9:31244 CRASH_DB_URL=https://daisy.ubuntu.com 
python-Virtual-Machine,2019-10-26T16:36:32,742,kerneloops,S (sleeping),1,114,114,114,4,4,4,1,/usr/sbin/kerneloops --test ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin LOGNAME=kernoops USER=kernoops INVOCATION_ID=b56e9708ab244aeebe50ecba18c38566 JOURNAL_STREAM=9:31347 ENABLED=1 
python-Virtual-Machine,2019-10-26T16:36:32,745,kerneloops,S (sleeping),1,114,114,114,4,4,4,1,/usr/sbin/kerneloops ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin LOGNAME=kernoops USER=kernoops INVOCATION_ID=b56e9708ab244aeebe50ecba18c38566 JOURNAL_STREAM=9:31669 ENABLED=1 
python-Virtual-Machine,2019-10-26T16:36:32,837,lightdm,S (sleeping),597,0,0,0,0,0,0,3,lightdm --session-child 12 15 ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin INVOCATION_ID=67a3c94edf064f8085dda77865fc6ff9 JOURNAL_STREAM=9:30521 
python-Virtual-Machine,2019-10-26T16:36:32,850,systemd,S (sleeping),1,1000,1000,1000,1000,1000,1000,1,/lib/systemd/systemd --user ,LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin NOTIFY_SOCKET=/run/systemd/notify HOME=/home/python LOGNAME=python USER=python SHELL=/bin/bash INVOCATION_ID=8aff24be904a491db4cc0e4070c4f6ee JOURNAL_STREAM=9:32317 XDG_RUNTIME_DIR=/run/user/1000 
python-Virtual-Machine,2019-10-26T16:36:32,851,(sd-pam),S (sleeping),850,1000,1000,1000,1000,1000,1000,1,(sd-pam) ,HOME=/ init=/sbin/init NETWORK_SKIP_ENSLAVED= recovery= TERM=linux drop_caps= BOOT_IMAGE=/boot/vmlinuz-5.0.0-31-generic PATH=/sbin:/usr/sbin:/bin:/usr/bin PWD=/ rootmnt=/root 
python-Virtual-Machine,2019-10-26T16:36:32,862,sh,S (sleeping),837,1000,1000,1000,1000,1000,1000,1,/bin/sh /etc/xdg/xfce4/xinitrc -- /etc/X11/xinit/xserverrc ,USER=python LANGUAGE=en_US XDG_SEAT=seat0 XDG_SESSION_TYPE=x11 SSH_AGENT_PID=975 SHLVL=0 HOME=/home/python DESKTOP_SESSION=xubuntu XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus QT_QPA_PLATFORMTHEME=gtk2 LOGNAME=python GTK_OVERLAY_SCROLLING=0 XDG_SESSION_ID=c1 CLUTTER_BACKEND=x11 PATH=/home/python/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin GDM_LANG=en_US XDG_RUNTIME_DIR=/run/user/1000 XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 DISPLAY=:0 LANG=en_US.UTF-8 XDG_SESSION_DESKTOP=xubuntu XAUTHORITY=/home/python/.Xauthority XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/python SSH_AUTH_SOCK=/tmp/ssh-rk5hp7GAxCHR/agent.862 SHELL=/bin/bash QT_ACCESSIBILITY=1 GDMSESSION=xubuntu GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 XDG_VTNR=7 PWD=/home/python XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg 
python-Virtual-Machine,2019-10-26T16:36:32,898,dbus-daemon,S (sleeping),850,1000,1000,1000,1000,1000,1000,1,/usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only ,DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus HOME=/home/python LANG=en_US.UTF-8 LOGNAME=python PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin SHELL=/bin/bash USER=python XDG_DATA_DIRS=/usr/local/share/:/usr/share/:/var/lib/snapd/desktop XDG_RUNTIME_DIR=/run/user/1000 MANAGERPID=850 LISTEN_PID=898 LISTEN_FDS=1 LISTEN_FDNAMES=dbus.socket INVOCATION_ID=e864ce848a0f4d1da2607e789ad1a727 JOURNAL_STREAM=9:32560 
python-Virtual-Machine,2019-10-26T16:36:32,975,ssh-agent,S (sleeping),862,1000,1000,1000,1000,1000,117,1,/usr/bin/ssh-agent /usr/bin/im-launch startxfce4 ,LANG=en_US.UTF-8 GDM_LANG=en_US DISPLAY=:0 GTK_OVERLAY_SCROLLING=0 XDG_VTNR=7 XDG_SESSION_ID=c1 XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/python USER=python DESKTOP_SESSION=xubuntu QT_QPA_PLATFORMTHEME=gtk2 PWD=/home/python HOME=/home/python QT_ACCESSIBILITY=1 XDG_SESSION_TYPE=x11 XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop XDG_SESSION_DESKTOP=xubuntu CLUTTER_BACKEND=x11 SHELL=/bin/bash XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 IM_CONFIG_PHASE=1 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 SHLVL=0 XDG_SEAT=seat0 LANGUAGE=en_US GDMSESSION=xubuntu LOGNAME=python DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus XDG_RUNTIME_DIR=/run/user/1000 XAUTHORITY=/home/python/.Xauthority XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg PATH=/home/python/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin 
python-Virtual-Machine,2019-10-26T16:36:32,1001,xfce4-session,S (sleeping),862,1000,1000,1000,1000,1000,1000,3,xfce4-session ,USER=python LANGUAGE=en_US XDG_SEAT=seat0 XDG_SESSION_TYPE=x11 SSH_AGENT_PID=975 SHLVL=0 HOME=/home/python DESKTOP_SESSION=xubuntu XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus GLADE_MODULE_PATH=: QT_QPA_PLATFORMTHEME=gtk2 LOGNAME=python GTK_OVERLAY_SCROLLING=0 XDG_SESSION_ID=c1 CLUTTER_BACKEND=x11 PATH=/home/python/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin GDM_LANG=en_US GLADE_PIXMAP_PATH=: XDG_RUNTIME_DIR=/run/user/1000 XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_MENU_PREFIX=xfce- DISPLAY=:0 LANG=en_US.UTF-8 XDG_CURRENT_DESKTOP=XFCE XDG_SESSION_DESKTOP=xubuntu XAUTHORITY=/home/python/.Xauthority XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/python SSH_AUTH_SOCK=/tmp/ssh-rk5hp7GAxCHR/agent.862 GLADE_CATALOG_PATH=: SHELL=/bin/bash QT_ACCESSIBILITY=1 GDMSESSION=xubuntu GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 XDG_VTNR=7 PWD=/home/python XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg 
python-Virtual-Machine,2019-10-26T16:36:32,1070,xfconfd,S (sleeping),850,1000,1000,1000,1000,1000,1000,1,/usr/lib/x86_64-linux-gnu/xfce4/xfconf/xfconfd ,"SHELL=/bin/bash DBUS_STARTER_ADDRESS=unix:path=/run/user/1000/bus,guid=bf21b20f41ff0e46d281e7445db4d038 XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 QT_ACCESSIBILITY=1 DISPLAY=:0 XDG_RUNTIME_DIR=/run/user/1000 DESKTOP_SESSION=xubuntu XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/python GTK_OVERLAY_SCROLLING=0 PATH=/home/python/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin GDMSESSION=xubuntu XDG_SESSION_TYPE=x11 XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop LANGUAGE=en_US JOURNAL_STREAM=9:32560 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 IM_CONFIG_PHASE=1 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus,guid=bf21b20f41ff0e46d281e7445db4d038 INVOCATION_ID=e864ce848a0f4d1da2607e789ad1a727 XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XAUTHORITY=/home/python/.Xauthority USER=python DBUS_STARTER_BUS_TYPE=session SHLVL=1 PWD=/home/python QT_QPA_PLATFORMTHEME=gtk2 GDM_LANG=en_US CLUTTER_BACKEND=x11 LANG=en_US.UTF-8 MANAGERPID=850 _=/usr/bin/dbus-update-activation-environment XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg XDG_SESSION_DESKTOP=xubuntu HOME=/home/python LOGNAME=python "
